person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist
3999,F,A,,A,D,D,D,A,,D,D,D,D,A,D,A
4002,D,A,C,F,,A,,A,A,A,F,D,A,D,A,D
4004,A,D,A,A,A,D,D,A,A,A,D,F,A,D,A,A
4007,D,D,D,A,C,,C,D,D,A,A,D,A,A,A,F
4010,A,A,A,,A,,A,D,A,,D,A,D,A,,
4011,D,A,A,D,D,F,A,D,,,,,,,D,A
4013,A,,C,A,A,A,D,A,D,,A,D,F,D,A,A
4015,,A,A,D,A,,A,A,D,,,D,A,,D,
4017,A,,,A,D,,A,,,D,D,D,A,A,A,A
4020,,,A,A,,,F,A,,,A,A,A,F,A,A
4022,A,D,D,C,A,A,A,D,A,A,C,,A,,A,
4023,D,A,D,,A,A,,,D,A,A,,F,A,,A
4024,D,A,A,F,D,F,A,A,A,A,D,,A,D,A,F
4025,D,A,,F,,A,A,A,D,D,A,A,A,A,A,A
4027,,F,,D,A,A,D,A,F,,A,D,D,D,,A
4028,A,A,D,D,F,,A,D,A,,A,A,A,A,A,D
4032,A,D,,D,D,A,A,C,D,A,D,,F,A,D,A
4034,A,D,D,F,D,A,A,,D,A,A,D,A,A,C,A
4035,D,A,D,A,D,F,A,D,C,A,A,A,,F,A,
4036,A,,A,A,A,D,F,D,A,A,A,A,D,,,A
4037,,A,A,C,F,A,C,F,D,,,C,D,A,D,
4044,A,A,A,,,C,A,,A,A,,D,A,,A,C
4045,,,C,A,D,,,,D,D,A,A,D,A,A,A
4046,F,A,A,D,D,D,,D,D,A,D,A,A,A,A,A
4049,D,,A,C,,A,A,,A,A,A,A,,A,,A
4052,A,A,D,A,C,A,A,A,A,,D,D,A,A,A,
4054,A,A,F,A,A,A,A,D,D,,A,A,D,A,D,D
4055,D,,,D,A,D,A,A,A,A,,A,,,A,A
4058,D,D,,F,A,A,A,D,D,,A,A,D,D,A,A
4060,,D,,D,A,D,A,A,A,A,A,D,A,D,,
4062,A,A,A,A,A,A,,A,A,D,A,,A,D,A,
4063,A,A,D,C,A,A,F,A,,D,A,F,D,A,D,D
4064,A,A,A,F,F,A,A,A,D,A,A,A,A,A,A,A
4065,A,A,,A,,,A,D,D,D,D,D,A,A,D,A
4067,A,A,,A,A,F,A,,,A,A,D,D,D,A,A
4068,,D,,D,A,A,D,D,D,A,A,,A,A,A,A
4070,A,,,D,A,A,A,A,A,D,,A,,,C,D
4071,,D,D,A,,,,,D,D,A,,D,A,D,F
4072,A,A,A,D,,D,C,A,D,,A,,D,A,,A
4073,A,D,A,,,A,D,D,A,,,D,A,A,A,
4077,,,A,D,A,A,A,D,D,C,A,D,,,A,A
4078,D,A,D,D,,A,A,A,A,,A,A,A,A,D,A
4079,A,,C,D,A,A,A,,A,,,A,C,,A,
4082,A,A,,A,A,C,D,,,A,,D,A,,D,D
4083,A,A,D,,F,,,A,D,A,,A,A,,,D
4084,A,A,,,,,D,A,A,A,A,D,A,D,D,A
4086,,D,A,D,A,D,A,F,,A,,A,D,D,A,
4087,D,,A,,A,D,,A,A,A,,A,,D,A,
4089,A,F,A,A,D,,A,A,A,A,,,D,A,A,D
4090,F,F,,A,A,D,F,A,,,A,A,F,D,D,A
4091,,A,A,D,A,D,D,,,,A,F,A,A,A,A
4092,A,D,,D,D,A,A,A,A,A,A,A,F,A,D,A
4093,A,A,A,,A,D,A,A,A,A,D,A,,A,D,D
4096,A,,A,F,A,A,,F,,A,A,,A,D,A,A
4097,A,D,F,A,A,F,C,A,A,D,,A,A,F,F,D
4098,D,A,A,D,C,A,A,A,A,A,A,A,D,D,C,A
4099,D,D,,,D,A,A,A,D,A,A,A,,A,A,C
4100,D,,,D,A,A,F,A,D,A,A,D,F,A,A,
4101,D,A,A,D,D,F,D,A,,A,A,D,D,A,D,D
4102,D,A,A,D,A,D,A,A,A,A,A,A,D,D,A,
4104,D,D,A,,A,A,D,A,A,,F,D,D,A,,D
4106,,D,,D,F,D,A,A,A,F,A,C,D,A,D,A
4107,A,D,D,A,A,,A,A,D,D,A,A,A,D,A,D
4109,D,A,,,A,,A,D,A,,D,D,A,A,F,D
4110,A,D,D,A,D,,C,F,,D,A,F,C,A,A,D
4111,A,,F,A,A,D,A,A,A,A,A,D,D,D,,A
4113,F,,,,A,F,A,D,A,,A,A,A,A,D,A
4116,A,D,D,A,F,A,C,A,,A,D,A,A,A,D,A
4117,D,F,A,,D,,A,D,,,F,A,,F,A,F
4120,A,A,A,A,,D,A,A,,A,A,,A,D,A,A
4122,D,A,,D,,A,F,F,A,F,D,D,A,D,,A
4123,A,,,F,A,,F,D,,D,A,,A,A,A,A
4124,,A,D,A,A,D,D,A,A,A,D,D,D,,A,D
4126,A,D,A,F,A,A,A,A,A,D,D,,F,A,,A
4128,A,A,C,A,D,A,,D,,,D,A,A,A,D,A
4130,D,D,A,F,,A,F,A,,F,F,A,D,A,A,A
4131,A,D,D,A,D,A,D,D,A,A,,,C,A,A,
4132,D,D,A,A,D,,F,A,,A,A,,D,D,D,A
4135,A,A,A,D,A,D,D,A,,,D,D,D,A,D,
4136,A,D,A,F,A,A,A,,A,A,A,A,A,,A,A
4138,,D,A,D,A,A,,C,A,,D,,D,F,A,F
4140,D,D,A,A,D,D,F,F,A,D,A,,A,,,A
4141,A,A,D,A,A,,D,D,D,A,D,A,,A,,A
4142,D,A,,,A,D,,A,,,A,D,,F,A,A
4144,,A,A,,D,,A,C,A,D,A,A,D,A,D,D
4145,D,,A,D,D,D,,A,A,,A,D,C,D,,D
4146,A,A,F,A,,F,A,A,,,A,A,A,D,A,D
4147,,D,D,,D,F,,A,A,A,D,F,F,A,A,D
4148,A,,D,,,A,D,A,,A,D,A,A,A,A,D
4149,F,,,,C,D,,,,A,D,A,A,A,A,A
4151,D,,A,A,F,A,A,D,A,D,F,A,D,D,A,A
4152,D,A,A,A,D,D,A,A,D,A,D,,,,,A
4153,A,A,A,D,,F,A,D,A,A,D,A,,A,,A
4154,,,,,A,A,A,D,D,,A,D,D,,D,F
4155,,,D,A,A,A,A,,,A,D,A,D,D,D,A
4157,F,A,D,D,A,D,D,A,A,D,A,F,C,A,A,A
4158,A,,,A,A,,A,D,D,A,A,A,D,A,A,A
4160,A,F,A,F,A,D,D,A,A,D,D,D,,,A,
4161,,,,D,D,A,D,F,A,,A,C,D,,A,D
4162,D,A,A,D,D,A,,D,,D,A,C,,,A,A
4164,A,A,D,A,D,A,,A,D,A,D,,A,,D,D
4165,A,A,,A,A,A,A,D,A,,A,,A,A,A,A
4167,,A,,D,,A,,A,D,,,D,A,D,,A
4169,A,F,,A,,,D,A,,,,A,A,A,A,
4171,,,A,D,,A,D,D,D,A,A,A,D,A,,F
4172,D,D,D,A,D,D,,D,D,A,A,,A,D,F,A
4173,,A,A,,A,A,F,A,A,,,D,,F,,A
4179,F,A,F,A,D,A,A,A,A,A,,A,A,A,A,
4180,A,D,D,D,A,,D,D,,A,A,A,A,A,D,F
4181,A,D,,D,,A,C,A,,A,A,A,A,,,A
4183,,D,A,A,A,,D,A,A,A,D,A,A,D,,A
4184,A,,A,A,F,,,D,D,A,,A,D,A,A,F
4185,A,A,A,A,D,A,D,A,A,A,A,A,,,A,
4187,D,D,,A,D,A,,A,,A,A,A,,A,A,D
4188,A,A,D,A,A,,A,F,D,A,A,A,D,A,A,A
4190,,,A,D,D,,,A,,A,A,A,A,,D,A
4191,D,D,A,D,D,D,A,,A,D,D,D,A,,,D
4192,,A,A,D,A,A,D,A,A,D,A,A,,D,F,A
4193,A,D,A,A,D,A,A,A,A,A,,D,D,A,D,D
4194,D,A,D,A,,A,,A,,D,A,D,A,A,D,
4195,,,A,A,D,D,A,,F,C,D,D,A,A,A,A
4197,,,D,A,D,A,,D,A,A,A,F,D,A,,A
4198,F,,D,D,A,,D,A,A,,A,A,,A,A,A
4200,,D,A,D,,D,A,,D,D,,D,,A,,D
4201,D,F,F,D,,D,A,,D,D,A,F,A,D,A,
4202,A,D,F,,,A,F,D,D,,A,A,A,C,C,D
4204,F,A,,A,,A,A,,A,,A,,D,A,,D
4205,,A,F,D,D,A,A,A,A,A,,F,A,A,A,A
4206,A,A,A,A,,A,A,,A,D,A,,,D,,A
4207,A,A,A,D,A,A,A,D,A,A,D,A,A,A,A,
4208,A,,A,D,D,A,,,C,A,C,D,A,A,,A
4209,D,A,F,F,D,D,F,A,A,A,A,D,A,,,A
4210,D,,A,D,D,,A,D,,F,,D,A,A,A,
4213,A,,D,A,,A,,D,,A,,A,A,A,D,A
4215,,A,A,A,A,A,A,,A,A,A,D,A,D,F,D
4217,,A,A,,A,D,D,A,A,,F,D,A,A,D,A
4218,A,A,,A,F,D,D,A,F,,A,A,,D,A,D
4220,D,A,A,D,A,,,A,A,A,A,A,D,A,D,
4222,D,A,A,F,,A,A,,D,,A,A,,D,C,D
4224,A,,,A,A,,C,A,A,D,C,,,D,A,D
4226,A,D,A,D,D,D,A,A,,C,A,,A,A,A,A
4228,D,A,,,,D,,D,,,,D,A,D,,A
4229,D,A,,A,D,A,F,A,A,,A,A,D,F,A,A
4230,D,A,,,,A,D,C,A,A,,,D,D,F,A
4231,A,A,D,A,A,A,,A,A,A,A,A,D,F,D,A
4233,D,,A,,A,,C,D,A,A,,F,,D,A,
4234,A,,A,,A,A,A,A,D,A,A,A,D,F,A,
4235,D,A,,F,A,,A,A,,F,A,,D,A,A,D
4236,,A,D,A,F,A,,D,D,D,A,D,A,A,F,D
4238,,A,A,,A,,A,,C,D,D,A,A,,A,A
4239,A,D,D,D,,D,A,A,D,,A,A,A,F,D,A
4240,,,D,D,A,A,F,,C,,,D,,,A,A
4241,A,A,D,D,A,C,D,,,,A,F,D,A,C,F
4242,A,A,F,,A,,A,,A,F,D,A,A,D,F,D
4243,C,A,A,,D,D,A,A,A,D,D,F,A,A,D,D
4244,F,A,A,F,,F,,,,A,,C,A,,A,D
4247,F,A,D,A,A,D,D,,D,A,F,,A,A,A,A
4249,A,C,A,D,,D,A,D,A,D,A,A,D,A,,A
4250,A,,C,A,D,D,,A,D,A,A,A,F,A,,A
4251,A,A,D,A,D,A,A,D,A,A,A,A,D,F,A,A
4252,A,A,,D,A,D,A,,A,D,,A,,,A,A
4254,D,A,D,,F,A,A,A,A,A,A,D,A,A,D,
4255,D,A,A,,A,D,A,A,,A,A,D,D,A,F,
4257,,A,D,D,A,D,A,F,A,D,A,A,D,D,A,
4258,D,F,A,A,A,D,D,D,A,A,A,A,A,A,,A
4261,A,D,,D,D,A,A,,A,F,D,A,,A,A,A
4262,A,A,A,A,D,A,D,A,F,,A,D,A,A,A,D
4263,F,A,F,D,A,A,F,,A,,A,A,,C,A,D
4264,D,A,D,A,,A,A,D,A,,A,F,,A,A,D
4265,D,A,,D,D,D,D,,A,A,A,,,A,A,A
4266,D,D,A,A,,,A,D,A,D,D,A,,A,D,
4267,A,D,A,A,D,F,,D,F,A,A,A,D,A,D,D
4269,D,A,D,A,D,A,A,,D,A,,D,F,,D,A
4271,A,A,A,D,A,F,A,,,D,,A,F,A,A,A
4275,A,A,F,D,,,,D,A,A,A,A,A,,A,A
4276,D,A,D,D,A,,D,A,A,A,D,,D,A,,A
4278,A,A,,A,A,D,D,,D,F,D,A,A,A,A,A
4280,A,A,A,A,A,A,D,A,A,D,,D,A,A,D,D
4281,,,,A,F,D,,D,A,,,A,A,A,D,A
4283,,D,A,A,A,A,F,A,A,A,A,A,A,A,A,D
4284,A,,D,,A,,D,D,D,D,,D,D,A,A,A
4285,D,,A,F,D,,F,A,D,A,F,F,,A,A,A
4286,A,D,A,F,A,D,A,D,,A,,D,A,D,A,F
4287,A,A,,,,D,D,D,F,D,A,A,A,F,A,
4288,C,A,A,F,F,C,A,,A,D,A,A,,,A,F
4289,D,A,C,A,A,F,,D,A,,D,,A,A,,A
4290,F,A,A,A,F,,D,A,F,A,A,,D,F,A,
4291,D,D,D,C,D,,,A,A,A,A,,,D,C,
4292,,,A,D,,,A,A,F,A,A,D,D,D,,
4294,F,D,D,A,A,F,,D,A,A,D,D,A,D,A,A
4297,A,F,,A,D,,A,A,A,A,,D,A,,A,A
4298,A,,A,F,A,F,A,D,A,A,A,,D,A,D,D
4300,,,C,,,F,A,F,,F,A,A,,D,D,
4301,D,A,A,D,A,A,,F,D,D,,A,D,A,A,
4306,A,A,,A,D,A,F,D,,D,,A,A,D,A,
4307,D,A,D,D,A,D,F,D,,A,D,D,A,A,,A
4308,D,D,,,C,D,,F,A,A,A,A,A,,D,A
4310,,A,F,A,A,D,,D,F,A,F,F,D,,A,D
4311,F,A,A,A,D,D,A,A,D,,D,,A,A,A,A
4312,A,,A,C,F,D,D,A,A,D,A,A,D,A,A,D
4313,A,D,,D,D,A,A,D,A,D,A,D,A,,,
4316,D,A,,A,D,A,A,,D,A,A,,A,A,A,D
4317,,A,D,A,D,A,,A,A,C,A,D,A,D,C,D
4319,F,A,A,F,A,A,F,A,D,A,D,A,,D,D,D
4320,A,A,,A,D,A,D,,A,A,D,A,A,D,A,A
4321,A,A,,D,D,A,A,D,,F,A,,A,D,D,A
4322,,A,A,A,A,A,A,F,A,D,A,A,A,D,D,A
4323,D,A,A,A,D,D,F,A,A,D,A,,,F,A,
4325,A,C,A,A,D,A,,A,,D,,A,A,D,A,D
4326,,,A,A,,,A,A,,D,,F,A,,A,A
4327,A,A,,A,D,D,C,A,A,A,D,D,D,D,A,A
4328,A,A,D,D,A,D,D,F,A,A,A,A,D,D,F,
4330,A,F,A,A,,,A,A,A,F,A,A,A,F,A,A
4331,,A,D,A,A,F,,D,C,,D,D,,D,A,A
4332,D,,F,A,D,,,C,A,D,,D,A,,A,D
4334,A,,,,D,A,A,,D,A,A,A,D,A,,A
4336,A,D,,,F,D,,C,A,A,D,D,A,A,A,D
4337,D,A,A,F,D,A,,D,A,A,D,D,A,,A,A
4339,F,F,,,A,D,A,,D,F,,,A,,A,D
4340,A,A,A,A,F,A,F,A,A,A,D,,D,D,,
4341,A,A,A,A,C,,,A,A,A,A,A,,D,A,A
4342,D,,A,A,,A,,A,,,A,D,,F,,D
4343,D,,F,A,F,A,A,A,,A,A,,D,A,,D
4344,A,A,D,A,D,A,A,A,A,,,A,F,,F,A
4346,,D,A,A,D,A,A,A,,D,A,A,,D,D,F
4347,,,A,A,,D,A,A,F,A,D,,,F,A,D
4348,,C,A,A,D,A,A,A,A,,,,A,,,D
4352,D,A,F,D,D,D,F,A,A,F,D,,D,F,A,
4356,D,,A,D,A,A,D,A,,,A,A,A,D,F,A
4358,,,A,,A,,A,D,A,A,,A,A,A,A,
4359,,A,A,A,D,D,D,,D,D,A,A,,A,A,
4361,D,A,A,A,,A,,A,A,D,,,A,A,,
4362,,A,F,A,A,D,A,D,,A,A,,C,A,A,D
4363,,,D,F,A,A,A,A,A,D,F,A,A,A,,D
4364,A,F,,A,A,A,D,D,,A,F,F,A,A,A,D
4370,D,A,F,A,,A,A,D,A,D,,F,A,A,A,A
4371,,A,D,A,F,A,,A,A,A,D,,D,,,A
4374,A,A,A,D,A,,,D,,A,D,D,,,D,A
4375,A,F,,D,,A,D,F,F,D,A,A,D,D,A,A
4383,A,A,D,,D,F,A,,C,D,,D,A,A,A,A
4386,,D,D,D,,D,,A,C,D,A,D,F,A,A,D
4387,D,A,A,,A,A,A,A,D,D,D,A,,F,A,A
4389,D,D,,A,A,A,D,,D,,A,D,,A,A,
4390,A,,A,D,D,D,,A,D,A,A,A,D,D,A,A
4391,,D,,D,A,,A,C,A,A,F,A,,A,A,A
4392,D,C,D,A,D,,D,A,A,D,D,A,A,A,,
4394,A,,A,D,A,D,D,,,A,A,A,F,A,A,D
4396,A,F,A,A,D,A,,A,A,A,D,D,A,D,A,A
4397,D,D,A,A,A,F,D,D,D,A,D,D,A,D,A,F
4399,F,D,D,A,A,D,D,D,C,D,,D,D,,A,F
4400,A,D,A,A,D,D,D,F,A,,D,A,,D,D,A
4401,D,,A,F,D,D,,F,,D,D,D,,,A,D
4403,A,A,D,A,F,D,A,A,D,,D,A,A,A,D,F
4405,A,A,D,A,A,,A,A,A,,A,A,A,A,A,A
4408,A,A,,D,,D,,D,D,A,D,A,D,D,A,A
4410,A,D,F,D,,A,D,D,F,D,A,A,D,D,A,A
4412,A,F,C,A,D,A,A,,A,A,D,A,,A,,F
4413,,A,A,D,F,A,,A,,,A,D,D,A,D,
4418,D,,A,A,A,,A,,,A,D,A,,D,A,A
4419,,D,,A,D,D,,D,A,D,D,A,A,A,D,A
4423,D,A,A,,A,A,A,D,A,D,,D,D,,,A
4426,,D,,A,,D,A,A,D,A,D,D,,,,A
4427,A,A,,A,A,A,,D,A,A,A,A,D,A,D,C
4428,D,D,D,,A,D,C,,A,A,A,A,C,D,D,A
4432,A,,A,A,A,A,A,,A,F,A,A,A,D,F,D
4434,A,A,A,A,A,,,A,A,F,A,,D,A,A,A
4435,A,A,A,A,A,A,A,A,,A,D,A,A,D,D,D
4436,F,A,,,F,D,A,A,C,A,A,D,,F,D,D
4437,A,D,A,D,,A,F,A,A,A,,A,,A,A,D
4439,D,A,,A,,A,F,A,D,A,D,A,D,,A,A
4440,A,A,A,D,A,F,A,A,D,,,A,D,D,D,D
4442,D,D,F,,A,A,D,A,D,A,A,A,,D,A,A
4444,F,A,,A,A,A,A,A,A,A,A,F,A,A,,
4445,,A,F,D,A,,A,A,A,D,,A,A,A,,A
4447,,D,A,D,A,D,A,A,A,D,D,A,A,,A,A
4448,A,,A,A,A,,D,A,A,D,A,A,D,A,,
4449,A,D,,D,A,,A,A,A,A,,A,A,A,D,A
4451,A,A,D,D,A,D,,A,D,,D,A,D,A,,A
4452,D,,A,D,A,A,D,A,A,,D,D,,,A,A
4456,A,D,D,A,,D,F,,A,D,,,,A,D,A
4460,D,A,F,A,,A,D,D,A,,D,A,A,A,,
4461,F,A,D,D,,A,A,A,,A,A,D,A,A,F,A
4462,A,F,D,A,A,D,F,D,A,F,F,A,A,D,A,A
4463,D,,A,A,F,A,,D,F,D,D,A,A,A,D,F
4465,,A,D,D,D,A,D,A,A,A,F,D,,D,A,
4466,,A,,F,A,A,A,D,A,A,F,A,A,,A,A
4467,,F,A,D,D,D,D,A,A,A,F,,D,A,A,A
4468,A,D,A,A,D,D,,A,D,D,D,A,D,A,A,
4471,A,,A,A,D,D,D,A,D,A,A,,D,A,A,A
4480,,A,,A,D,A,D,,,F,A,A,A,A,,A
4482,D,A,A,A,A,A,,D,A,A,A,,D,A,A,
4485,A,D,A,F,A,A,A,A,D,A,,A,A,,D,
4488,A,,,D,A,A,,A,A,A,A,,A,,A,D
4491,F,C,D,,A,D,,C,D,D,,D,A,A,D,A
4492,A,D,F,C,D,A,A,D,A,A,A,,,,A,D
4494,D,A,A,A,A,A,A,D,D,D,,A,A,A,D,D
4496,A,A,D,D,A,D,A,A,F,A,,A,,D,A,D
4498,D,A,A,A,A,A,C,,,,A,A,A,F,D,D
4499,,,D,D,D,D,A,,F,A,A,D,A,,A,A
4503,D,A,A,A,A,A,,,,D,A,A,D,,F,
4505,D,A,A,A,A,D,D,A,A,D,,D,D,,A,F
4507,A,A,,A,,,A,A,A,D,D,A,,,D,
4508,A,A,D,D,F,,,D,D,A,,A,F,A,D,F
4509,A,D,D,A,D,A,D,,D,D,F,A,D,D,A,A
4510,D,,,D,A,A,A,A,,D,A,F,A,A,A,C
4513,A,,A,A,A,A,D,A,D,A,,A,,,D,A
4518,D,A,D,A,D,A,D,A,A,A,F,F,D,D,,D
4521,,C,F,A,D,D,D,D,A,A,A,A,,A,A,
4523,A,,A,A,A,,D,D,A,A,D,,D,A,A,A
4525,,A,A,A,A,D,D,A,D,D,,A,A,A,A,D
4526,A,A,A,D,A,A,,,F,,A,D,A,D,D,D
4527,,D,A,A,D,A,D,A,,,A,C,D,A,,A
4529,A,D,D,F,A,A,,D,,A,A,D,A,A,D,F
4530,D,,A,D,A,D,A,D,A,,,A,A,A,D,
4531,,,A,,D,,,A,,,D,A,,,D,
4533,A,,,D,,A,D,D,D,A,D,D,A,A,D,A
4534,A,F,A,D,D,,A,A,A,,A,A,D,A,A,D
4536,A,D,D,,,,C,,A,D,D,D,A,,A,A
4537,,D,,A,D,A,D,,F,,F,F,C,A,A,D
4538,A,A,D,A,F,D,D,F,A,,D,A,,A,A,A
4539,D,C,A,F,D,,D,A,A,A,,A,A,,A,D
4541,A,D,A,A,,,D,A,A,,D,A,A,D,A,A
4542,A,A,A,A,A,D,F,,A,A,A,D,,D,,A
4543,A,A,D,D,,,A,D,,A,D,D,A,D,A,D
4544,A,D,D,A,D,A,A,D,A,A,A,A,A,D,A,D
4546,,A,A,A,,,A,,A,,A,,F,,A,A
4547,,,A,A,A,D,A,D,C,,,D,A,A,A,
4548,,F,A,A,A,D,A,A,,A,D,A,D,A,D,A
4549,F,A,F,,F,F,,C,A,D,,D,F,A,,A
4550,A,A,F,D,F,,,A,A,A,A,A,D,D,A,A
4551,A,A,D,D,F,D,A,A,,F,A,A,D,A,D,A
4552,A,D,D,,A,D,A,D,D,,D,A,D,A,A,A
4554,A,A,D,D,A,,A,,A,A,,A,A,A,A,
4557,A,,,D,A,A,A,A,F,A,A,F,D,D,,A
4558,A,A,A,A,A,D,D,D,A,A,A,,D,A,,A
4561,A,D,A,,,D,A,A,A,A,,D,F,A,A,A
4562,A,D,A,F,A,F,D,D,D,A,D,A,D,A,,D
4563,A,A,,,C,A,A,D,,,,,F,A,D,
4566,D,C,A,A,A,A,A,A,C,D,,D,D,A,D,A
4567,A,F,,D,D,F,,F,A,F,,F,D,D,D,A
4568,D,,A,A,A,A,A,,D,A,D,A,A,D,,A
4569,D,A,,A,,D,D,A,D,A,A,A,,A,A,
4571,A,D,A,A,A,D,A,D,D,,,,A,,,A
4574,D,,C,,D,A,F,,D,,D,,D,F,,D
4575,A,A,,A,D,,A,F,D,A,A,A,A,D,D,D
4576,A,D,D,A,A,A,,D,,A,A,A,D,A,D,A
4578,A,C,,D,A,D,D,A,C,F,F,A,A,A,,A
4579,D,,D,A,A,D,A,D,A,A,D,,A,A,F,
4580,A,A,A,,A,A,D,F,D,D,C,A,,A,F,D
4582,A,A,A,F,,A,A,,D,,,,D,D,A,A
4583,D,A,A,,A,A,A,D,,A,A,D,A,F,A,A
4585,A,,D,A,A,A,D,A,D,A,D,A,A,,,A
4589,A,,A,A,F,A,F,D,,D,A,F,D,A,D,
4591,D,A,A,A,F,D,D,F,D,A,D,D,A,,A,A
4595,A,A,,D,F,A,D,A,,A,D,D,A,,F,D
4598,A,D,A,D,A,A,A,D,A,D,A,C,,D,A,
4599,D,,D,A,A,D,A,,D,A,A,A,,F,D,A
4601,A,C,D,A,D,D,A,,F,A,A,,A,,A,D
4602,,D,D,D,,F,,D,,A,D,A,A,A,,
4603,D,A,A,A,,D,A,A,,F,D,,F,C,,A
4604,A,,D,A,A,F,D,A,,A,,A,D,A,D,A
4605,A,A,D,F,D,,A,D,A,A,A,A,A,A,,A
4609,A,D,F,A,D,A,D,,A,A,A,A,A,A,A,A
4610,A,,A,A,,A,A,,C,A,A,A,A,D,F,A
4612,A,A,A,A,F,D,A,A,F,F,A,D,,F,A,
4613,A,D,A,D,C,A,D,F,A,D,,D,D,D,,A
4614,C,A,D,D,,D,,A,D,A,D,,F,A,A,A
4615,F,,,A,,A,,D,D,D,D,A,F,A,A,
4616,A,,,A,A,D,A,A,C,A,,F,F,F,D,A
4618,A,D,D,A,A,A,A,D,A,,D,A,,,,
4621,A,A,,D,,,F,,,A,A,F,A,D,,
4628,D,D,F,A,,A,,A,A,A,D,A,A,A,,D
4629,A,A,,A,,,D,D,A,D,F,F,A,A,A,A
4631,F,A,A,A,D,D,F,A,D,A,D,A,D,A,A,A
4632,A,,,,D,,A,A,A,D,,A,A,,,A
4633,,A,A,F,A,D,,,,A,,A,D,A,,D
4635,,A,A,A,D,A,D,A,,A,A,A,,D,F,A
4642,C,A,D,A,D,A,A,A,F,A,A,D,A,F,,A
4647,A,D,D,,,A,A,A,A,D,A,D,A,A,,F
4648,D,D,D,A,,C,,,A,,,F,,F,D,A
4650,A,A,,A,A,D,D,A,A,A,A,A,D,D,D,A
4652,A,D,,A,A,,A,D,A,A,A,A,A,F,F,D
4654,A,D,,A,A,A,D,A,A,A,,C,D,C,D,A
4658,A,D,D,D,,F,A,A,A,D,A,D,D,,,F
4659,A,,D,,A,F,A,D,A,D,A,,F,A,,F
4660,,A,A,A,D,A,A,A,D,D,A,D,A,,D,A
4665,,A,A,A,,F,A,A,A,F,,A,D,D,,D
4668,F,A,A,F,A,D,,D,A,,A,A,,D,,A
4670,D,,,F,,D,,,A,,,D,A,,A,
4671,,F,,A,A,A,A,,D,A,,A,D,A,,D
4672,D,A,A,D,D,,,A,,,F,A,A,A,A,D
4673,,,,A,A,A,A,D,D,F,A,D,A,A,A,F
4677,A,A,A,A,A,,D,A,A,A,,A,F,A,A,A
4678,F,,A,A,A,A,C,A,A,,A,D,F,F,A,A
4680,A,A,A,F,A,A,D,D,A,A,A,,A,,D,A
4681,D,D,D,A,,A,A,,A,A,F,A,,,A,
4682,A,D,F,D,A,D,A,,A,A,D,A,A,A,A,
4683,A,,A,D,,D,D,A,,,A,A,D,D,D,F
4684,D,A,A,A,A,A,A,D,A,A,A,A,A,,A,A
4687,D,A,D,A,A,A,D,,A,A,D,,A,F,A,D
4689,A,F,A,,D,A,A,A,A,A,D,D,A,D,,D
4690,A,D,,D,A,A,A,D,A,A,D,D,D,A,,D
4692,A,A,F,D,A,C,D,A,A,,A,D,A,A,D,A
4693,A,A,D,A,,D,,A,A,A,,A,A,A,D,D
4698,,D,,,A,A,A,A,A,A,D,A,D,D,,D
4700,A,A,A,D,F,D,F,F,A,A,C,A,A,A,,
4701,A,,,D,,A,A,F,D,A,,A,A,A,,D
4704,F,D,A,A,D,F,A,A,A,,D,D,F,D,A,A
4706,,A,,D,,A,D,A,A,C,D,,,A,,A
4707,A,D,A,D,F,A,A,A,D,D,,C,,D,A,D
4713,D,,A,F,F,A,D,,D,A,A,A,A,,C,A
4715,A,D,A,A,D,D,A,A,A,F,D,D,,A,A,C
4717,D,A,A,D,A,D,C,F,D,A,F,,A,D,D,A
4718,,D,D,A,A,,A,F,D,,,,A,A,D,
4720,A,A,D,A,D,D,,F,A,,A,,,,D,D
4724,,,A,,D,A,A,A,C,,A,A,,,A,
4725,,,D,F,D,D,A,A,A,F,,D,A,D,D,F
4728,,F,D,,A,D,D,A,,D,D,D,A,A,,D
4730,A,,A,A,,C,D,,F,A,A,A,A,A,,A
4732,F,A,A,,D,D,,A,,A,,D,A,A,A,A
4733,D,D,A,A,C,D,C,,A,A,D,,C,A,A,A
4736,D,A,A,,,A,A,F,D,D,A,A,C,D,D,D
4737,,D,F,,D,A,D,,A,A,A,A,D,A,D,A
4738,A,A,D,A,A,A,A,A,D,D,D,,A,A,,D
4739,D,D,F,D,D,A,A,A,A,D,A,F,A,A,,A
4740,D,A,A,,D,D,,A,A,A,A,A,D,,,A
4743,D,A,,A,D,A,A,A,A,,D,A,,A,A,A
4744,,D,A,A,F,D,C,F,A,A,C,,A,,D,
4747,A,D,A,A,F,,D,A,D,D,D,D,D,D,,
4750,C,A,A,,A,D,,D,A,A,A,D,,A,F,D
4751,A,F,,A,C,A,,,,A,D,,A,D,A,A
4756,D,D,A,A,A,A,A,A,,,A,F,A,A,F,D
4759,A,D,,F,A,A,A,A,D,C,A,,A,A,A,A
4761,,A,A,,A,,A,F,,A,D,,A,A,A,A
4765,F,D,D,A,A,,D,A,A,A,A,A,A,A,,
